GridPosition;Quali_Gap_Ratio;TrackTemp;AirTemp;IsRain;Driver_Form_5Races;Team_Form_5Races;Driver_DNF_Rate;Location_Austin;Location_Baku;Location_Barcelona;Location_Budapest;Location_Imola;Location_Istanbul;Location_Jeddah;Location_Las Vegas;Location_Le Castellet;Location_Lusail;Location_Marina Bay;Location_Melbourne;Location_Mexico City;Location_Miami;Location_Miami Gardens;Location_Monaco;Location_Monte Carlo;Location_Montréal;Location_Mugello;Location_Nürburgring;Location_Portimão;Location_Sakhir;Location_Shanghai;Location_Silverstone;Location_Sochi;Location_Spa-Francorchamps;Location_Spielberg;Location_Suzuka;Location_São Paulo;Location_Yas Island;Location_Zandvoort;Time_Ratio
0.09523809523809523;0.011068630339404436;0.3723819337847914;0.3350566790071326;0;0.17894736842105266;0.8761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.001673281821025
0.14285714285714285;0.011393541210424234;0.3723819337847914;0.3350566790071326;0;0.05263157894736842;0.6428571428571429;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0030611470814323
0.19047619047619047;0.01752352631032901;0.3723819337847914;0.3350566790071326;0;0.42105263157894735;0.1523809523809524;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0037389371372503
0.2857142857142857;0.02477986909643523;0.3723819337847914;0.3350566790071326;0;0.5684210526315789;0.1523809523809524;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0080514803532985
0.23809523809523808;0.02038274197530206;0.3723819337847914;0.3350566790071326;0;0.2631578947368421;0.6428571428571429;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0084598973886862
0.47619047619047616;0.030433318252178154;0.3723819337847914;0.3350566790071326;0;0.38947368421052636;0.17142857142857143;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0086702460266985
0.5714285714285714;0.03233946202882702;0.3723819337847914;0.3350566790071326;0;0.6;0.047619047619047616;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0093826980520568
0.42857142857142855;0.026837637946226633;0.3723819337847914;0.3350566790071326;0;0.2631578947368421;0.3333333333333333;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0104189919071234
0.38095238095238093;0.027725727660347154;0.3723819337847914;0.3350566790071326;0;0.2631578947368421;0.3333333333333333;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0105330793040115
0.5238095238095238;0.03201455115780722;0.3723819337847914;0.3350566790071326;0;0.6;0.047619047619047616;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0139044014957332
0.7619047619047619;0.05395686531400363;0.3723819337847914;0.3350566790071326;0;0.7052631578947368;0.0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0141626826859105
0.6666666666666666;0.04351639599190456;0.3723819337847914;0.3350566790071326;0;0.5263157894736842;0.2;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0144379977582618
0.6190476190476191;0.03777630393722325;0.3723819337847914;0.3350566790071326;0;0.5473684210526316;0.2;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0148392843313438
0.8095238095238095;0.056014634163795034;0.3723819337847914;0.3350566790071326;0;0.7894736842105263;0.004761904761904762;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0152102664396274
0.9047619047619048;0.06251285158418904;0.3723819337847914;0.3350566790071326;0;0.8736842105263158;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0154087309737974
0.9523809523809523;0.06632513913748676;0.3723819337847914;0.3350566790071326;0;0.7473684210526316;0.004761904761904762;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0169427707114675
0.47619047619047616;0.02841332435319801;0.6622087699411071;0.6868768790909912;0;0.5263157894736842;0.06190476190476191;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
0.14285714285714285;0.022463763285111137;0.6622087699411071;0.6868768790909912;0;0.5894736842105263;0.1380952380952381;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.000064580825315
0.38095238095238093;0.028830349661708516;0.6622087699411071;0.6868768790909912;0;0.28421052631578947;0.28095238095238095;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.000522560027488
0.2857142857142857;0.025938974189367473;0.6622087699411071;0.6868768790909912;0;0.41052631578947374;0.1380952380952381;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.000933698679252
0.09523809523809523;0.001807109670213334;0.6622087699411071;0.6868768790909912;0;0.17894736842105266;0.8761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0011061217020207
0.3333333333333333;0.027162248427665514;0.6622087699411071;0.6868768790909912;0;0.3789473684210526;0.24285714285714285;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.001305777602934
0.047619047619047616;0.0;0.6622087699411071;0.6868768790909912;0;0.010526315789473682;0.8761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.002683605620617
0.5714285714285714;0.037448872704263704;0.6622087699411071;0.6868768790909912;0;0.431578947368421;0.24285714285714285;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0029086270023169
0.5238095238095238;0.035641763034050374;0.6622087699411071;0.6868768790909912;0;0.6105263157894737;0.06190476190476191;0.2857142857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.003455930044805
0.19047619047619047;0.023103202091494367;0.6622087699411071;0.6868768790909912;0;0.30526315789473685;0.28095238095238095;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0036140363544919
0.9523809523809523;0.07867877487235789;0.6622087699411071;0.6868768790909912;0;0.863157894736842;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0051160462965154
0.7619047619047619;0.06260939965107762;0.6622087699411071;0.6868768790909912;0;0.8105263157894737;0.004761904761904762;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0054720967262034
0.6666666666666666;0.0566876402702252;0.6622087699411071;0.6868768790909912;0;0.7157894736842105;0.0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0056507444068337
0.9047619047619048;0.07506455553193171;0.6622087699411071;0.6868768790909912;0;0.8315789473684211;0.0;0.2857142857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.005694472628312
0.42857142857142855;0.03272258587447536;0.6622087699411071;0.6868768790909912;0;0.28421052631578947;0.6238095238095238;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0058407520880615
0.8571428571428571;0.06447211269575889;0.6622087699411071;0.6868768790909912;0;0.8105263157894737;0.0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0085898722326727
0.047619047619047616;0.0;0.7106313270114105;0.7636886914563316;0;0.07368421052631578;0.7619047619047619;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0
0.09523809523809523;0.0017220045559076258;0.7106313270114105;0.7636886914563316;0;0.19999999999999998;0.7619047619047619;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.000582682392723
0.19047619047619047;0.022473618780487578;0.7106313270114105;0.7636886914563316;0;0.38947368421052636;0.49047619047619045;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.000962858773549
0.38095238095238093;0.03207598316851341;0.7106313270114105;0.7636886914563316;0;0.35789473684210527;0.28095238095238095;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0012438119846305
0.3333333333333333;0.034060666385492204;0.7106313270114105;0.7636886914563316;0;0.34736842105263155;0.2714285714285714;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0018686433291224
0.5238095238095238;0.04366303077351852;0.7106313270114105;0.7636886914563316;0;0.3157894736842105;0.2714285714285714;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0022546704143014
0.5714285714285714;0.04990894560341997;0.7106313270114105;0.7636886914563316;0;0.5789473684210527;0.19047619047619047;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0025977127328043
0.23809523809523808;0.03286401915172547;0.7106313270114105;0.7636886914563316;0;0.5684210526315789;0.1619047619047619;0.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0033844533651102
0.6190476190476191;0.04990894560341997;0.7106313270114105;0.7636886914563316;0;0.6947368421052631;0.0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0035546013998706
0.6666666666666666;0.05002569167500716;0.7106313270114105;0.7636886914563316;0;0.6;0.1619047619047619;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0035800340534875
0.8571428571428571;0.06094144936838642;0.7106313270114105;0.7636886914563316;0;0.7894736842105263;0.0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0038691066093854
0.7142857142857143;0.0561840469512187;0.7106313270114105;0.7636886914563316;0;0.7684210526315789;0.0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0050191879222359
0.14285714285714285;0.015661537160942957;0.6403273973908676;0.7132995267626252;0;0.10526315789473684;0.8523809523809524;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0
0.09523809523809523;0.013523689296949342;0.6403273973908676;0.7132995267626252;0;0.38947368421052636;0.4523809523809524;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0013703016330153
0.047619047619047616;0.0;0.6403273973908676;0.7132995267626252;0;0.07368421052631578;0.8523809523809524;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0040297044658821
0.19047619047619047;0.024333032429501415;0.6403273973908676;0.7132995267626252;0;0.3368421052631579;0.30952380952380953;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0054177354511162
0.23809523809523808;0.0219549769403403;0.6403273973908676;0.7132995267626252;0;0.35789473684210527;0.24285714285714285;0.1111111111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0092307872328807
0.47619047619047616;0.046480175469976105;0.6403273973908676;0.7132995267626252;0;0.6210526315789474;0.10952380952380952;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.011025174970977
0.3333333333333333;0.03170740652215421;0.6403273973908676;0.7132995267626252;0;0.4526315789473684;0.24285714285714285;0.2222222222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0120570232701294
0.5238095238095238;0.0467203830951436;0.6403273973908676;0.7132995267626252;0;0.46315789473684216;0.19047619047619047;0.2222222222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0121871567154177
0.42857142857142855;0.04073921322846464;0.6403273973908676;0.7132995267626252;0;0.46315789473684216;0.19047619047619047;0.2222222222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0159149303130082
0.7142857142857143;0.040931379328599034;0.6403273973908676;0.7132995267626252;0;0.3368421052631579;0.4523809523809524;0.1111111111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.017349944081623
0.09523809523809523;0.0031122236193778393;0.029408237304721613;0.0;1;0.08421052631578947;0.8857142857142857;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.0
